Player,DKP Player Average,DKS Player Average,DKP/DKS Player Average,PlayOff 
Cincinnati,5.3125,2356.25,0.002254642,2
"Clay, Charles",2.953846154,2784.615385,0.001060773,2
"Clay, Kaelin",-0.5,3000,-0.000166667,2
"Clement, Corey",7.372727273,3681.818182,0.002002469,1
Cleveland,6.375,2456.25,0.00259542,2
"Coates, Sammie",0.183333333,3000,6.11111E-05,1
"Cobb, Randall",10.04444444,4688.888889,0.00214218,2
"Cohen, Tarik",15.165,5481.25,0.002766705,1
"Cole, Keelan",5.88125,4093.75,0.001436641,2
"Coleman, Corey",1.575,3000,0.000525,2
"Coleman, Derrick",0.25,3000,8.33333E-05,2
"Coleman, Tevin",12.475,5137.5,0.002428224,2
"Coley, Stacy",0,3000,0,2
"Collins, Alex",11.16,4970,0.002245473,1
"Conklin, Tyler",0.79375,2500,0.0003175,2
"Conley, Chris",5.8375,3443.75,0.0016951,1
"Conner, James",22.84615385,7246.153846,0.003152866,2
"Cook, Dalvin",14.27272727,6054.545455,0.002357357,2
"Cook, Jared",12.85,4706.25,0.002730412,2
"Cooks, Brandin",16.1375,6775,0.002381919,1
"Cooper, Amari",15.29333333,6153.333333,0.002485374,1
"Cooper, Pharoh",0,3000,0,1
"Core, Cody",2.642857143,3150,0.000839002,2
"Cousins, Kirk",19.695,6006.25,0.003279084,2
"Coutee, Keke",10.95,4200,0.002607143,1
"Crabtree, Michael",8.29375,4731.25,0.001752972,1
"Cracraft, River",0.628571429,3000,0.000209524,2
"Croom, Jason",3.86,2500,0.001544,2
"Cross, Alan",0.207142857,2500,8.28571E-05,2
"Crowder, Jamison",9.2,4388.888889,0.002096203,2
"Crowell, Isaiah",11.28461538,4215.384615,0.002677007,2
"Culkin, Sean",1.133333333,2500,0.000453333,1
"Cunningham, Benny",0.26,3206.666667,8.10811E-05,1
Dallas,6.125,2481.25,0.002468514,1
"Dalton, Andy",17.41272727,5745.454545,0.003030696,2
"Daniel, Chase",6.54,4500,0.001453333,1
"Daniels, Darrell",0,2500,0,1
"Darnold, Sam",14.72307692,4876.923077,0.003018927,2
"Davis, Corey",11.85,5018.75,0.002361146,2
"Davis, Geremy",0,3000,0,1
"Davis, Jawill",1.333333333,3000,0.000444444,2
"Davis, Justin",0.172727273,3000,5.75758E-05,1
"Davis, Mike",9.32,3686.666667,0.002528029,1
"Davis, Trevor",0,3000,0,2
"Davis, Vernon",5.407142857,2978.571429,0.001815348,2
"Dayes, Matthew",0,3033.333333,0,2
Denver,8.25,2618.75,0.003150358,2
"Derby, A.J.",3.45,2550,0.001352941,2
Detroit,6.25,2368.75,0.002638522,2
"DeValve, Seth",1.415384615,2546.153846,0.000555891,2
"Develin, James",2.68125,3000,0.00089375,1
"Dickson, Ed",4.52,2650,0.00170566,1
"Dieter, Gehrig",0.8,3000,0.000266667,1
"Diggs, Stefon",18.55333333,7126.666667,0.002603368,2
"DiMarco, Patrick",0.63125,3000,0.000210417,2
"Dissly, Will",9.65,3050,0.003163934,1
"Dixon, Kenneth",9.733333333,3633.333333,0.002678899,1
"Dobbs, Joshua",0.364,4440,8.1982E-05,2
"Doctson, Josh",7.28,4006.666667,0.001816972,2
